Full Complaint ID,Complaint Year Number,Month Number,Record Create Date,Complaint Precinct Code,Patrol Borough Name,County,Law Code Category Description,Offense Description,PD Code Description,Bias Motive Description,Offense Category,Arrest Date,Arrest Id
202110112170417,2021,2,03/11/2021,101,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,09/23/2021,Q33697244
202210812377217,2022,5,05/19/2022,108,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,05/19/2022,Q34687634
202200612382217,2022,6,06/11/2022,6,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,06/17/2022,M34694896
202201312621417,2022,8,08/04/2022,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,08/06/2022,M34701339
202201712384017,2022,7,08/01/2022,17,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,09/16/2022,M34706898
202200712688217,2022,10,10/12/2022,7,PATROL BORO MAN SOUTH,NEW YORK,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",ANTI-CATHOLIC,Religion/Religious Practice,10/20/2022,M34711788
202201312846517,2022,10,10/29/2022,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,10/29/2022,M34713294
202201312944517,2022,12,12/08/2022,13,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,12/08/2022,M34719049
201911412213917,2019,2,02/23/2019,114,PATROL BORO QUEENS NORTH,QUEENS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,02/23/2019,Q31679178
201910712236517,2019,4,04/03/2019,107,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,04/05/2019,Q31685005
201911512784517,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/22/2020,Q32674324
201911512784617,2019,9,09/12/2019,115,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,01/22/2020,Q32674331
202010712338517,2020,6,06/06/2020,107,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-BLACK,Race/Color,06/06/2020,Q32686988
202111012416317,2021,5,05/31/2021,110,PATROL BORO QUEENS NORTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,06/03/2021,Q33686371
202110312693817,2021,9,09/05/2021,103,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,DANGEROUS WEAPONS,CRIMINAL POSSESSION WEAPON,ANTI-TRANSGENDER,Gender,09/05/2021,Q33695476
202110212665017,2021,10,10/17/2021,102,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,10/16/2021,Q33699728
202110312740917,2021,9,09/21/2021,103,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-CATHOLIC,Religion/Religious Practice,01/23/2022,Q34674314
202012012519817,2020,7,07/30/2020,120,PATROL BORO STATEN ISLAND,RICHMOND,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,08/06/2020,S32675773
202201712377617,2022,7,07/28/2022,17,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,07/28/2022,M34700290
202201312607717,2022,7,07/30/2022,13,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,08/06/2022,M34701338
202201413499917,2022,11,11/20/2022,14,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,12/01/2022,M34717901
201911212135117,2019,2,02/22/2019,112,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,03/05/2019,Q31680459
202010012361717,2020,10,10/02/2020,100,PATROL BORO QUEENS SOUTH,QUEENS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,10/14/2020,Q32696681
202110212664917,2021,10,10/17/2021,102,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,10/16/2021,Q33699727
202210312256417,2022,3,03/09/2022,103,PATROL BORO QUEENS SOUTH,QUEENS,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,ANTI-CATHOLIC,Religion/Religious Practice,03/15/2022,Q34679856
202210912280417,2022,2,02/27/2022,109,PATROL BORO QUEENS NORTH,QUEENS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,10/11/2022,Q34704234
202210913039017,2022,9,09/19/2022,109,PATROL BORO QUEENS NORTH,QUEENS,MISDEMEANOR,SEX CRIMES,"CHILD, ENDANGERING WELFARE",ANTI-BLACK,Race/Color,10/18/2022,Q34705115
202112212366017,2021,6,06/30/2021,122,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-BLACK,Race/Color,06/30/2021,S33675711
202212112358117,2022,5,05/08/2022,121,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,05/18/2022,S34675371
202212212423017,2022,7,07/21/2022,122,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,08/25/2022,S34677790
202212112855917,2022,12,12/04/2022,121,PATROL BORO STATEN ISLAND,RICHMOND,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,12/06/2022,S34680356
